R1,init,t3,t2,weekly,gaussian,t1,t4,t5,t6,R2,R3,smooth,delay_opt,timevar_est,timevar_sim,fixed,misdelay,filename,estimationDir,simulationDir,infection_file,re_file,infection_exists,re_exists,infection_size,re_size,ReRMSE,RelError,RootDiff,EmpCoverage,CIWidth,OneTrans,DTWdist,frac_normal,overall_normal,slopeError,maxInc,t3diff
2.5,10,26,20,0.75,0.1,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,267707,954808,0.23650566038936172,-0.033778310810112705,1,0.6333333333333333,0.4054034895785622,0.9772727272727273,0.05389562916877539,0.9666666666666667,FALSE,0.6628863438724208,172,6
3,10,26,20,0.75,0.1,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,280427,994182,0.23372386823863384,-0.029623508596896914,2,0.49206349206349204,0.26343744277878844,0.9629629629629629,0.048564475679323364,0.9365079365079365,FALSE,0.6525874247218955,525,6
3.5,10,26,20,0.75,0.1,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,270916,972849,0.26874793164332345,-0.0246109298662153,3,0.4098360655737705,0.16862750217911437,0.9444444444444444,0.05002476121556482,0.7704918032786885,FALSE,0.6306219805091362,1320,6
2.5,100,26,20,0.75,0.1,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,283061,1033241,0.19069807708150013,-0.025610901338580353,1,0.4153846153846154,0.14717914912395003,0.9830508474576272,0.04727756366254866,0.8923076923076924,FALSE,0.589322169378338,1754,6
3,100,26,20,0.75,0.1,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,285585,1045866,0.2409117235361386,-0.03375583372634656,2,0.2878787878787879,0.08720085758740698,0.953125,0.05638296673791022,0.6212121212121212,FALSE,0.6599194767668727,5122,6
3.5,100,26,20,0.75,0.1,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,283436,1034478,0.266629751179198,-0.021758408945350367,3,0.16923076923076924,0.05554072012902955,0.9516129032258065,0.055887589499880305,0.8923076923076924,FALSE,0.6584493170347754,13161,6
2.5,1000,26,20,0.75,0.1,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,290230,1062852,0.20810548473507823,-0.02089537936590575,1,0.08955223880597014,0.04794413750138404,0.9692307692307692,0.0564641076547938,0.9552238805970149,FALSE,0.6382634589797934,17653,6
3,1000,26,20,0.75,0.1,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,287198,1052615,0.233193685230782,-0.02268738591676032,1,0.07575757575757576,0.02684468749245217,0.9384615384615385,0.058886006248694014,0.8636363636363636,FALSE,0.6511600941424874,51209,6
3.5,1000,26,20,0.75,0.1,0,36,56,76,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_26_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_26_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_26_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,290005,1061384,0.2502959049180546,-0.01097208150528308,2,0.07462686567164178,0.017319879241297187,0.9393939393939394,0.05045936184112579,0.8059701492537313,FALSE,0.648413682112819,131900,6
2.5,10,31,20,0.75,0.1,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,289649,1044194,0.19505741929521558,-0.030513856669202505,2,0.5454545454545454,0.3454310420610376,1,0.0404947734472174,1,FALSE,0.5453914415178025,255,11
3,10,31,20,0.75,0.1,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,297229,1068844,0.17082417605465175,-0.02191995002288909,1,0.45588235294117646,0.2033751856811445,0.9672131147540983,0.04832023161236096,0.8955223880597015,FALSE,0.42562902822993565,907,11
3.5,10,31,20,0.75,0.1,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,291154,1052711,0.2415533959611802,-0.013195328819398937,2,0.13432835820895522,0.11898092957190098,0.9682539682539683,0.05293275247206993,0.7575757575757576,FALSE,0.49318326513860516,2586,11
2.5,100,31,20,0.75,0.1,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,305583,1125269,0.14742037946027375,-0.019552065463116317,1,0.4225352112676056,0.12361521083146165,0.9852941176470589,0.04208338455867903,1,FALSE,0.39419000681391025,2608,11
3,100,31,20,0.75,0.1,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,302854,1115219,0.1662497444200546,-0.013162694689989185,1,0.2857142857142857,0.06717826022756312,0.9705882352941176,0.04052906931580966,1,FALSE,0.39330756052101334,8838,11
3.5,100,31,20,0.75,0.1,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,302656,1113857,0.16355787972948396,-0.003529658738755666,1,0.21428571428571427,0.04003214629695573,0.9705882352941176,0.04217430841531439,0.9142857142857143,FALSE,0.35903145736597475,25774,11
2.5,1000,31,20,0.75,0.1,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,307004,1132125,0.12170139215419186,-0.01856700728553839,2,0.08450704225352113,0.03885080985039724,0.9714285714285714,0.034506994476237236,0.971830985915493,FALSE,0.34796470444568706,26257,11
3,1000,31,20,0.75,0.1,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,307018,1132299,0.17178069211166783,-0.011412232775181217,1,0.056338028169014086,0.0221897475556756,0.9714285714285714,0.041420612390396225,0.647887323943662,FALSE,0.376792310777259,88363,11
3.5,1000,31,20,0.75,0.1,0,41,61,81,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_31_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_31_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_31_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,307130,1132280,0.17895024747020247,-0.007477501093175172,2,0.04225352112676056,0.012789096688548218,0.9577464788732394,0.04416444406528401,0.9014084507042254,FALSE,0.4226944655994058,258317,11
2.5,10,36,20,0.75,0.1,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,313519,1130482,0.1407823280045843,-0.017779331732967894,1,0.6805555555555556,0.3090839562781089,1,0.03603139030330702,0.9166666666666666,FALSE,0.3349013064804816,392,16
3,10,36,20,0.75,0.1,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,318118,1147587,0.1335976948819021,-0.006971634925957666,1,0.4520547945205479,0.16015668857757315,1,0.026821872522143422,0.9583333333333334,FALSE,0.3160377895338587,1601,16
3.5,10,36,20,0.75,0.1,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,319634,1158244,0.1393801927958489,2.8671588956615565e-4,1,0.28378378378378377,0.08686344080631342,0.971830985915493,0.032872370456047025,1,FALSE,0.2718922026525818,5222,16
2.5,100,36,20,0.75,0.1,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,324706,1205722,0.12589680680110701,-0.014470446348564571,1,0.3026315789473684,0.09853327730662098,0.958904109589041,0.030309628318315546,0.9868421052631579,FALSE,0.31478853708567744,4001,16
3,100,36,20,0.75,0.1,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,329404,1221787,0.14571595055508751,-0.0038670450472464467,1,0.11688311688311688,0.052057131172943194,0.9605263157894737,0.044732278695996636,0.961038961038961,FALSE,0.2566626623041055,15608,16
3.5,100,36,20,0.75,0.1,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,324511,1206035,0.15843917667306814,-0.00495674427865091,1,0.11842105263157894,0.02852255239646534,0.96,0.040705301779218425,0.9605263157894737,FALSE,0.3344404677683516,52050,16
2.5,1000,36,20,0.75,0.1,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,326106,1211949,0.10518017082624465,-0.011712493755500803,1,0.17105263157894737,0.03124718606306942,0.9605263157894737,0.03311169657878784,0.9736842105263158,FALSE,0.24402119022254407,40270,16
3,1000,36,20,0.75,0.1,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,326680,1211487,0.14226762408988544,-0.005009756976366515,1,0.11842105263157894,0.016324621254453997,0.9866666666666667,0.0409417496970874,0.9605263157894737,FALSE,0.2940971097965102,156050,16
3.5,1000,36,20,0.75,0.1,0,46,66,86,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_36_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_36_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_36_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,328320,1221438,0.15810256797018513,0.003958493073598681,1,0.03896103896103896,0.008983743254691534,0.9868421052631579,0.047138551353387945,0.8571428571428571,FALSE,0.3404618668317668,521647,16
2.5,10,21,20,1,0.1,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_2.5_init_10_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_2.5_init_10_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_2.5_init_10_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,259348,905861,0.2849056737522762,-0.048939256542403185,2,0.7068965517241379,0.531415837142279,1,0.08371732527942265,0.9473684210526315,FALSE,0.9017105381042531,142,1
3,10,21,20,1,0.1,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_3_init_10_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_3_init_10_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_3_init_10_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,259161,920206,0.3521792931137747,-0.02621205374956814,2,0.6551724137931034,0.34343029585964985,0.9696969696969697,0.09946705223119258,0.9655172413793104,FALSE,0.9129649262074631,387,1
3.5,10,21,20,1,0.1,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_3.5_init_10_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_3.5_init_10_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_3.5_init_10_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,264702,931676,0.41127361908210813,-0.0371852632877851,3,0.4576271186440678,0.23307305230529296,0.94,0.12117988831784493,0.8813559322033898,FALSE,0.9254843264598378,865,1
2.5,100,21,20,1,0.1,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_2.5_init_100_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_2.5_init_100_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_2.5_init_100_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,263437,952368,0.29627059719332155,-0.05508390907635444,2,0.4166666666666667,0.17106371990342661,0.9811320754716981,0.09264813474293601,0.9833333333333333,FALSE,0.9086226138178243,1453,1
3,100,21,20,1,0.1,0,31,51,71,0.5,1.2,smooth,confirmed,FALSE,FALSE,FALSE,0,t_20_21_R_3_init_100_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/estimated/smooth/confirmed,/Users/jana/Documents/PhD/covid/Re_project/paper_sim/simulated/confirmed,/infection_t_20_21_R_3_init_100_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,/Re_t_20_21_R_3_init_100_week_1_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_0.csv,TRUE,TRUE,267915,971834,0.3329757406517531,-0.039619029996256466,2,0.18032786885245902,0.11032447380831734,0.9298245614035088,0.11506348084957196,0.9344262295081968,FALSE,0.9090048938323567,3777,1
